commune_norm	commune	taux_jeunesse	taux_vieillesse	INIV	nb_atm	IEDU	Indice_accessibilite_x	Indice_accessibilite_y	Indice_transport	indice_densite_routiere_x	Indice_POI_x	densite_norm	Indice_POI_y	indice_densite_routiere_y	indice_transport	Indice_accessibilite	densite
ouledftata	Oulad Ftata	29.7	16.1	0.8609		0.6371	1.5	1.5	0.0	2.99	0.04	0.0044754835514081	0.04	2.99	0.0	1.5	2552.0
ouledghanem	Ouled Ghanem	32.3	11.6	0.7265		0.5132	5.14	5.14	0.0	10.14	0.33	0.0491457096875975	0.33	10.14	0.0	5.14	27894.0
ouledghziyel	Ouled Ghziyel	33.8	11.4	0.3457		0.4046	1.61	1.61	0.0	3.22	0.0	0.0081841946156707	0.0	3.22	0.0	1.61	4656.0
ouledgnaou	Ouled Gnaou	27.5	15.1	0.8855		0.5817	1.38	1.38	0.0	2.75	0.0	0.0235214070539543	0.0	2.75	0.0	1.38	13357.0
ouledgouaouch	Oulad Gouaouch	24.9	18.6	0.5902		0.4176	1.76	1.76	0.0	3.52	0.0	0.0043379933123337	0.0	3.52	0.0	1.76	2474.0
ouledhamdane	Oulad Hamdane	29.3	14.8	0.6575		0.446	1.83	1.83	0.0	3.64	0.04	0.021358579831592	0.04	3.64	0.0	1.83	12130.0
ouledhassoune	Oulad Hassoune	27.7	12.4	0.8811		0.5868	6.65	6.65	12.02	5.94	0.37	0.0479946696091928	0.37	5.94	12.02	6.65	27241.0
ouledhassounehamri	Oulad Hassoune Hamri	30.7	12.5	0.7783		0.6716	2.04	2.04	0.24	3.83	0.29	0.0137120073046096	0.29	3.83	0.24	2.04	7792.0
ouledhcine	Ouled Hcine	64.2	21.4	1.2567		0.8502	8.73	8.73	3.61	15.14	0.36	0.1219996721386606	0.36	15.14	3.61	8.73	69238.0
ouledimloul	Oulad Imloul	30.8	12.5	0.6608		0.4975	1.25	1.25	0.0	2.5	0.0	0.0170029595655308	0.0	2.5	0.0	1.25	9659.0
ouledkhallouf	Oulad Khallouf	33.3	12.3	0.793		0.693	1.44	1.44	0.0	2.82	0.15	0.0161445269190023	0.15	2.82	0.0	1.44	9172.0
ouledmassaoud	Oulad Massaoud	32.3	14.9	0.876		0.6617	0.4	0.4	0.0	0.8	0.0	0.0073592531812244	0.0	0.8	0.0	0.4	4188.0
ouledmbarek	Ouled M'barek	27.8	15.0	0.8891		0.7445	2.95	2.95	0.72	5.34	0.33	0.0381129993495654	0.33	5.34	0.72	2.95	21635.0
ouledmhamed	Ouled M'hamed	60.8	27.8	0.4015		0.243	2.94	2.94	0.0	5.89	0.0	0.0200436090835217	0.0	5.89	0.0	2.94	11397.0
ouledmhammed							1.18	1.18	0.0	2.37	0.0					1.18	
ouledmimoun	Oulad Mimoun	31.9	12.4	0.5648		0.4103	4.0	4.0	0.0	7.98	0.04	0.0165428960732435	0.04	7.98	0.0	4.0	9398.0
ouledmkoudou	Oulad Mkoudou	23.9	20.6	0.835		0.6627	1.41	1.41	0.0	2.81	0.04	0.0103258694935599	0.04	2.81	0.0	1.41	5871.0
ouledmoumna	Oulad Moumna	31.4	14.3	0.4993		0.5057	1.34	1.34	0.0	2.69	0.0	0.0124781205436857	0.0	2.69	0.0	1.34	7092.0
ouledmrabet	Oulad M'rabet	30.1	14.3	0.4406		0.386	4.51	4.51	0.0	9.02	0.0	0.0069414943778831	0.0	9.02	0.0	4.51	3951.0
ouledmrah	Oulad M'rah	26.9	15.2	0.9217		0.592	47.88	47.88	0.24	95.59	0.07	0.0141209526310872	0.07	95.59	0.24	47.88	8024.0
ouledmsabbel	Oulad Msabbel	32.2	13.8	0.7538		0.6068	1.05	1.05	0.0	2.08	0.04	0.0109234232249216	0.04	2.08	0.0	1.05	6210.0
ouledmtaa	Oulad Mtaa	26.6	18.6	0.802		0.5827	2.1	2.1	0.0	4.17	0.07	0.0116778568444579	0.07	4.17	0.0	2.1	6638.0
oulednacer	Ouled Nacer	30.5	14.0	0.8115		0.6542	4.87	4.87	0.0	9.72	0.07	0.0470956949690911	0.07	9.72	0.0	4.87	26731.0
oulednouel	Oulad Nouel	30.0	12.4	0.7019		0.4542	3.22	3.22	0.0	6.43	0.0	0.0203855719858349	0.0	6.43	0.0	3.22	11578.0
ouledouchih	Oulad Ouchih	33.0	10.4	0.7195		0.4604	1.47	1.47	0.0	2.91	0.07	0.0236113045179645	0.07	2.91	0.0	1.47	13408.0
ouledrahmoune	Oulad Rahmoune	31.2	12.2	0.5879		0.4331	3.33	3.33	0.0	6.64	0.07	0.0553609735719082	0.07	6.64	0.0	3.33	31420.0
ouledsaid	Oulad Said	27.0	17.1	0.8261		0.5998	5.5	5.5	0.0	10.95	0.15	0.0153865679087205	0.15	10.95	0.0	5.5	8742.0
ouledsaidloued	Ouled Said Loued	28.9	16.4	0.6936		0.4768	3.14	3.14	0.96	5.35	0.88	0.0236694734652652	0.88	5.35	0.96	3.14	13441.0
ouledsalah	Ouled Salah	28.9	10.4	0.969		0.7724	6.77	6.77	6.25	9.44	0.88	0.0909691827967982	0.88	9.44	6.25	6.77	51621.0
ouledsalmane	Ouled Salmane	27.9	15.6	0.6967		0.4501	3.25	3.25	0.0	6.48	0.07	0.0289857627094743	0.07	6.48	0.0	3.25	16457.0
ouledsbaita	Oulad Sbaita	29.8	14.9	0.6442		0.3617	1.8	1.8	0.0	3.59	0.0	0.0444498892145958	0.0	3.59	0.0	1.8	25230.0
ouledsbih	Oulad Sbih	32.2	11.4	0.7779		0.5721	2.6	2.6	0.0	5.15	0.11	0.0114557572274917	0.11	5.15	0.0	2.6	6512.0
ouledsettout	Oulad Settout	28.8	12.5	0.8013		0.5497	3.76	3.76	6.97	3.26	0.18	0.0447319204742355	0.18	3.26	6.97	3.76	25390.0
ouledsghir	Oulad Sghir	28.0	16.7	0.7449		0.5023	2.68	2.68	0.0	5.34	0.04	0.0231618171979136	0.04	5.34	0.0	2.68	13153.0
ouledsibouhya	Oulad Si Bouhya	28.8	15.8	0.7624		0.4155	2.05	2.05	0.0	4.05	0.15	0.0326345421310634	0.15	4.05	0.0	2.05	18527.0
ouledsidiabdelhakem	Ouled Sidi Abdelhakem	31.0	11.2	0.2698		0.1508	0.45	0.45	0.0	0.85	0.11	0.0022227588650357	0.11	0.85	0.0	0.45	1274.0
ouledsidialibenyoussef	Oulad Sidi Ali Ben Youssef	29.1	16.5	0.8536		0.6293	2.6	2.6	0.0	5.2	0.0	0.0169712310488213	0.0	5.2	0.0	2.6	9641.0
ouledslama	Ouled Slama	31.6	9.4	0.7131		0.5845	2.69	2.69	0.48	4.99	0.26	0.0420138442094575	0.26	4.99	0.48	2.69	23848.0
ouledtayeb	Oulad Tayeb	30.9	10.0	0.902		0.6668	4.23	4.23	0.24	8.15	0.4	0.0992591391348338	0.4	8.15	0.24	4.23	56324.0
ouledteima	Oulad Teima	27.0	11.3	0.9596	4.0	0.7189	9.06	9.06	2.88	15.43	2.39	0.1765498058391046	2.39	15.43	2.88	9.06	100172.0
ouledyaacoub	Oulad Yaacoub	32.2	12.8	0.7463		0.5312	3.1	3.1	0.0	6.19	0.04	0.0119475492364884	0.04	6.19	0.0	3.1	6791.0
ouledyahialagraire	Oulad Yahia Lagraire	32.6	11.7	0.6565		0.3693	0.69	0.69	0.0	1.24	0.33	0.0188132477133434	0.33	1.24	0.0	0.69	10686.0
ouledyahyalouta	Oulad Yahya Louta	27.4	15.4	0.8971		0.6451	3.02	3.02	0.0	5.98	0.15	0.0169201128830116	0.15	5.98	0.0	3.02	9612.0
ouledyaich	Ouled Yaich	27.4	17.4	0.8617		0.6466	5.56	5.56	0.0	11.06	0.15	0.0454246597557256	0.15	11.06	0.0	5.56	25783.0
ouledyoussef	Ouled Youssef	31.7	14.2	0.8429		0.5506	3.67	3.67	0.0	7.32	0.07	0.0250655282004819	0.07	7.32	0.0	3.67	14233.0
ouledzarrad	Oulad Zarrad	32.0	10.8	0.8005		0.4731	1.77	1.77	0.0	3.54	0.0	0.0233186970860882	0.0	3.54	0.0	1.77	13242.0
ouledzbair	Oulad Zbair	29.2	13.9	0.7245		0.503	1.85	1.85	0.0	3.69	0.04	0.0309264903148702	0.04	3.69	0.0	1.85	17558.0
ouledzidane	Ouled Zidane	27.1	16.5	0.8251		0.6196	6.69	6.69	0.0	13.38	0.0	0.0115297904331471	0.0	13.38	0.0	6.69	6554.0
ouledziyane	Oulad Ziyane	29.5	10.5	0.8465		0.6709	8.28	8.28	0.0	16.55	0.04	0.0351657726863301	0.04	16.55	0.0	8.28	19963.0
ouledzmam	Ouled Zmam	28.7	16.5	0.8459		0.5753	2.13	2.13	0.0	4.16	0.26	0.05292492856677	0.26	4.16	0.0	2.13	30038.0
oulmes	Oulmes	24.8	14.9	0.8029		0.5085	3.4	3.4	0.0	6.53	0.66	0.034487134967822	0.66	6.53	0.0	3.4	19578.0
oumazza	Oumazza	24.6	13.8	0.9174		0.7475	3.98	3.98	0.72	7.43	0.22	0.0075954543611727	0.22	7.43	0.72	3.98	4322.0
oumdreyga	Oum Dreyga	0.0	0.0	1.0		0.7974						0.0	0.0	0.0	0.0		13.0
oumelguerdane	Oum El Guerdane	29.2	16.0	0.8816		0.547	0.11	0.11	0.0	0.21	0.04	0.0055172365167024	0.04	0.21	0.0	0.11	3143.0
oumrabia	Oum Rabia	26.4	15.9	0.3833		0.4831	1.68	1.68	0.0	3.24	0.29	0.0137631254704193	0.29	3.24	0.0	1.68	7821.0
ounagha	Ounagha	26.2	16.7	0.6516	1.0	0.4651	2.59	2.59	0.0	4.81	0.92	0.0232746297017695	0.92	4.81	0.0	2.59	13217.0
ouneine	Ouneine	25.4	18.9	0.4883		0.3937	1.15	1.15	0.0	2.3	0.0	0.0123899857750483	0.0	2.3	0.0	1.15	7042.0
ourika	Ourika	31.3	10.2	0.8682		0.6674	5.85	5.85	8.65	5.83	1.69	0.0889050665153099	1.69	5.83	8.65	5.85	50450.0
ourtzagh							2.14	2.14	0.0	4.13	0.4					2.14	
ourtzarh	Ourtzarh	26.6	17.5	0.6039		0.5156						0.0233239851722065	0.4	4.13	0.0		13245.0
outabouabane	Outabouabane	31.4	14.1	0.5219		0.4138	1.1	1.1	0.0	2.2	0.0	0.0150622319601348	0.0	2.2	0.0	1.1	8558.0
outatelhaj	Outat El Haj	28.3	12.4	0.9482		0.7199	24.74	24.74	0.24	49.13	0.51	0.0329236241721941	0.51	49.13	0.24	24.74	18691.0
outerbat	Outerbat	30.6	13.3	0.6756		0.5269	0.57	0.57	0.0	1.13	0.04	0.0118981937660515	0.04	1.13	0.0	0.57	6763.0
ouzioua	Ouzioua	27.6	15.3	0.7067		0.541	3.78	3.78	0.0	7.54	0.04	0.014038105948568	0.04	7.54	0.0	3.78	7977.0
rahhala	Rahhala	31.1	17.5	0.3755		0.2671	0.36	0.36	0.0	0.71	0.0	0.0085420217763386	0.0	0.71	0.0	0.36	4859.0
rasainrhamna	Ras Ain Rhamna	30.7	12.2	0.8099		0.6141	1.48	1.48	0.96	2.35	0.11	0.028756612311017	0.11	2.35	0.96	1.48	16327.0
rasasfour	Ras Asfour	22.5	18.4	0.4739		0.5862	2.58	2.58	0.0	5.17	0.0	0.0022245215604084	0.0	5.17	0.0	2.58	1275.0
raselain	Ras El Ain	34.5	11.8	0.6552		0.4666	1.46	1.46	0.0	2.91	0.04	0.0336234142351752	0.04	2.91	0.0	1.46	19088.0
raselainchaouia	Ras El Ain Chaouia	27.4	16.2	0.8088		0.5826	2.65	2.65	0.24	5.12	0.11	0.0250831551542094	0.11	5.12	0.24	2.65	14243.0
raselma	Ras-El-Ma	22.4	19.5	0.7935		0.6458	5.18	5.18	0.0	10.03	0.84	0.013239604944713	0.84	10.03	0.0	5.18	7524.0
raseloued	Ras El Oued	30.5	15.0	0.4497		0.3103	1.23	1.23	0.0	2.44	0.07	0.0234191707223349	0.07	2.44	0.0	1.23	13299.0
rasijerri	Ras Ijerri	25.8	14.6	0.7815		0.6251	2.64	2.64	0.0	5.26	0.04	0.0117994828251776	0.04	5.26	0.0	2.64	6707.0
raslaksar	Ras Laksar	28.3	12.8	0.5895		0.4353	1.17	1.17	0.0	2.33	0.04	0.0212792585398184	0.04	2.33	0.0	1.17	12085.0
rassoumlil	Rass Oumlil	22.8	20.6	0.8015		0.4434	1.0	1.0	0.0	1.89	0.29	0.0014136816889441	0.29	1.89	0.0	1.0	815.0
rastabouda	Ras Tabouda	24.3	22.4	0.9005		0.6563	3.89	3.89	0.24	7.58	0.15	0.010584985713354	0.15	7.58	0.24	3.89	6018.0
ratba	Ratba	27.6	12.5	0.4932		0.5407	1.05	1.05	0.0	2.08	0.04	0.026318804610506	0.04	2.08	0.0	1.05	14944.0
rbaaelfouki	Rbaa El Fouki	29.9	15.9	0.4686		0.4029	1.23	1.23	0.0	2.45	0.0	0.0108282376747932	0.0	2.45	0.0	1.23	6156.0
rdadnaouledmalek	Rdadna Oulad Malek	23.5	20.3	0.7878		0.5094	4.82	4.82	0.0	9.63	0.0	0.007327524664515	0.0	9.63	0.0	4.82	4170.0
reggada	Reggada	24.4	19.2	0.8896		0.6666	2.8	2.8	0.0	5.59	0.0	0.0220284040732364	0.0	5.59	0.0	2.8	12510.0
rfala	Rfala	30.5	15.6	0.7161		0.5456	2.98	2.98	0.0	5.94	0.07	0.016461812086097	0.07	5.94	0.0	2.98	9352.0
rghioua	Rghioua	22.7	20.9	0.549		0.6552	2.58	2.58	0.0	5.14	0.04	0.0064391261966498	0.04	5.14	0.0	2.58	3666.0
rhafsai	Rhafsai	28.8	11.6	0.9367		0.8005						0.0125221879280044	0.0	0.0	0.0		7117.0
rhouazi	Rhouazi	29.4	13.9	0.3854		0.3246	3.2	3.2	0.0	6.4	0.0	0.0288923398547186	0.0	6.4	0.0	3.2	16404.0
riah	Riah	30.3	13.8	0.7422		0.5188	5.62	5.62	0.0	11.18	0.15	0.0148189799986956	0.15	11.18	0.0	5.62	8420.0
ribateelkheir	Ribate El Kheir	24.1	17.8	0.9589		0.6843	15.9	15.9	0.0	31.74	0.15	0.0325305431040712	0.15	31.74	0.0	15.9	18468.0
rima	Rima	29.8	16.4	0.7446		0.4168	5.2	5.2	0.0	10.38	0.04	0.0144364751028092	0.04	10.38	0.0	5.2	8203.0
rislane	Rislane	23.8	19.8	0.5313		0.4642	4.35	4.35	0.0	8.49	0.51	0.0066453615552613	0.51	8.49	0.0	4.35	3783.0
rissanachamalia	Rissana Chamalia	32.4	11.3	0.6231		0.4958	1.31	1.31	0.48	2.26	0.18	0.0228233796863459	0.18	2.26	0.48	1.31	12961.0
rissanajanoubia	Rissana Janoubia	32.5	10.3	0.4486		0.2596	0.83	0.83	0.0	1.66	0.0	0.0314905528341497	0.0	1.66	0.0	0.83	17878.0
rmilat	Rmilat	32.4	10.2	0.8349		0.5839	3.73	3.73	0.48	7.17	0.0	0.0336745324009849	0.0	7.17	0.48	3.73	19117.0
rommani	Rommani	23.4	17.9	0.9444		0.7626	4.46	4.46	0.0	8.84	0.18	0.0195676813328797	0.18	8.84	0.0	4.46	11114.0
rouached	Rouached	27.6	16.5	0.3739		0.5087	0.56	0.56	0.0	1.11	0.0	0.0058874025449795	0.0	1.11	0.0	0.56	3353.0
rouadi	Rouadi	25.9	18.7	0.6001		0.5129	0.83	0.83	0.24	1.29	0.55	0.0120303959190076	0.55	1.29	0.24	0.83	6838.0
saada	Saada	30.2	9.2	0.9422		0.774	8.36	8.36	16.83	6.08	1.36	0.1619405865897661	1.36	6.08	16.83	8.36	91884.0
saadla	Saadla	30.0	13.3	0.7414		0.4537	3.98	3.98	0.0	7.85	0.29	0.0319418028495733	0.29	7.85	0.0	3.98	18134.0
sabaaaiyoun	Sabaa Aiyoun	26.7	14.1	0.9033		0.7532	7.41	7.41	3.37	12.72	0.18	0.0506281364960788	0.18	12.72	3.37	7.41	28735.0
sabbah	Sabbah	28.5	11.1	0.9427		0.8109	5.04	5.04	0.72	9.63	0.04	0.0273887607017642	0.04	9.63	0.72	5.04	15551.0
saddina	Saddina	29.6	10.5	0.8496		0.6055	1.75	1.75	4.09	0.91	0.33	0.0134070610051241	0.33	0.91	4.09	1.75	7619.0
safi	Safi	22.9	16.4	0.9741	1.0	0.814	18.06	18.06	19.95	18.45	14.25	0.5668264256239501	14.25	18.45	19.95	18.06	321581.0
sahel	Sahel	28.4	13.3	0.8319		0.5245	2.59	2.59	0.48	4.77	0.29	0.0321215977775936	0.29	4.77	0.48	2.59	18236.0
sahelchamali	Sahel Chamali	25.6	15.1	0.8171		0.5502	3.52	3.52	2.64	5.3	0.37	0.0088399172943331	0.37	5.3	2.64	3.52	5028.0
sahelouledhriz	Sahel Oulad H'riz	29.7	11.8	0.891		0.5976	5.34	5.34	1.2	9.89	0.15	0.0771373122068417	0.15	9.89	1.2	5.34	43774.0
sahtryine	Sahtryine	31.0	10.5	0.6258		0.3997	0.94	0.94	1.92	0.73	0.0	0.0153707036503658	0.0	0.73	1.92	0.94	8733.0
saidate	Saidate	29.5	15.3	0.5623		0.3935	1.44	1.44	0.0	2.85	0.07	0.0111349466696514	0.07	2.85	0.0	1.44	6330.0
saidia	Saidia	23.1	17.2	0.9546	1.0	0.8297	15.52	15.52	1.2	29.27	2.61	0.0183796246516473	2.61	29.27	1.2	15.52	10440.0
saiss	Saiss	23.8	14.4	0.9774	1.0	0.7964	20.42	20.42	0.24	23.81	42.2	0.4165108150174595	42.2	23.81	0.24	20.42	236305.0
saka	Saka	32.7	11.1	0.615		0.3467	0.77	0.77	0.24	1.28	0.29	0.0367275207865851	0.29	1.28	0.24	0.77	20849.0
saniatberguig	Saniat Berguig	28.6	15.9	0.7161		0.4928	2.13	2.13	0.0	4.24	0.04	0.0498860417441518	0.04	4.24	0.0	2.13	28314.0
sbata	Sbata	20.5	18.2	0.987		0.8221	33.92	33.92	12.74	58.96	3.08	0.1791092395203353	3.08	58.96	12.74	33.92	101624.0
sbouya	Sbouya	20.2	23.9	0.4969		0.4624	1.81	1.81	0.0	3.6	0.04	0.0045706691015365	0.04	3.6	0.0	1.81	2606.0
sebaarouadi	Sebaa Rouadi	31.6	10.6	0.7791		0.5537	3.55	3.55	1.2	6.2	0.44	0.0466955631194772	0.44	6.2	1.2	3.55	26504.0
sebta	Sebta	0.0	0.0	0.7525	10.0	0.5494	25.6	25.6	34.86	30.29	0.0	0.0	0.0	30.29	34.86	25.6	0.0
sebtaitrahou	Sebt Ait Rahou	23.5	17.6	0.3026		0.4089	1.5	1.5	0.0	2.99	0.0	0.0141103764588507	0.0	2.99	0.0	1.5	8018.0
sebtazzinate	Sebt Azzinate	32.0	9.6	0.7941		0.6248	4.55	4.55	8.65	3.86	0.11	0.0127795414524257	0.11	3.86	8.65	4.55	7263.0
sebtennabour	Sebt Ennabour	26.6	19.3	0.7844		0.4405	1.88	1.88	0.0	3.77	0.0	0.0106361038791637	0.0	3.77	0.0	1.88	6047.0
sebtgzoula	Sebt Gzoula	30.1	10.1	0.8886	1.0	0.6486	8.04	8.04	0.48	15.39	1.03	0.0433323403482733	1.03	15.39	0.48	8.04	24596.0
sebtloudaya	Sebt Loudaya	32.7	10.7	0.4601		0.4597	1.96	1.96	0.0	3.92	0.0	0.0210959382210525	0.0	3.92	0.0	1.96	11981.0
sebtsaiss	Sebt Saiss	29.5	14.7	0.6908		0.4264	1.62	1.62	0.0	3.24	0.0	0.0194566315243965	0.0	3.24	0.0	1.62	11051.0
sefrou	Sefrou	24.0	17.0	0.963		0.8052	8.08	8.08	0.48	14.63	3.08	0.1528644681154847	3.08	14.63	0.48	8.08	86735.0
sefsaf	Sefsaf	31.8	11.2	0.7142		0.5237	2.86	2.86	0.0	5.72	0.0	0.0495194011066201	0.0	5.72	0.0	2.86	28106.0
selfat	Selfat	32.1	12.5	0.6352		0.5085	4.66	4.66	0.0	9.3	0.07	0.0182491851940639	0.07	9.3	0.0	4.66	10366.0
selouane	Selouane	27.1	13.1	0.949		0.7865	11.26	11.26	12.26	14.64	1.29	0.0500993278842543	1.29	14.64	12.26	11.26	28435.0
semguet	Semguet	25.7	17.6	0.6802		0.4802	1.95	1.95	0.0	3.9	0.0	0.0143730180693902	0.0	3.9	0.0	1.95	8167.0
senada	Senada	26.1	17.2	0.5385		0.4676	1.34	1.34	0.0	2.61	0.15	0.0141826469691334	0.15	2.61	0.0	1.34	8059.0
serghina	Serghina	26.4	17.0	0.7729		0.5457	1.48	1.48	0.0	2.94	0.04	0.0062646193547477	0.04	2.94	0.0	1.48	3567.0
settat	Settat	24.5	13.8	0.9768		0.7801	14.95	14.95	1.44	24.82	10.54	0.301627144098584	10.54	24.82	1.44	14.95	171130.0
sfafaa	Sfafaa	32.5	9.9	0.7258		0.5164	3.76	3.76	0.48	7.23	0.0	0.0435932192634401	0.0	7.23	0.48	3.76	24744.0
sfassif	Sfassif	26.2	18.1	0.6544		0.4691	2.14	2.14	0.0	4.25	0.07	0.012441103940858	0.07	4.25	0.0	2.14	7071.0
sgamna	Sgamna	31.0	12.9	0.7		0.4057	2.35	2.35	0.0	4.7	0.0	0.0165940142390532	0.0	4.7	0.0	2.35	9427.0
shoul	Shoul	28.2	14.5	0.5814		0.4533	2.61	2.61	2.4	3.62	0.4	0.0392517005603608	0.4	3.62	2.4	2.61	22281.0
sidiaayad	Sidi Aayad	33.1	11.2	0.7544		0.612	0.42	0.42	0.0	0.72	0.29	0.0203556061644982	0.29	0.72	0.0	0.42	11561.0
sidiabdallah							3.9	3.9	0.48	7.43	0.22					3.9	
sidiabdallahelbouchouari	Sidi Abdallah El Bouchouari	22.7	24.3	0.5924		0.3597	1.92	1.92	0.0	3.83	0.0	0.0115703324267203	0.0	3.83	0.0	1.92	6577.0
sidiabdallahelkhayat							2.38	2.38	0.0	4.74	0.07					2.38	
sidiabdallahghiat							6.53	6.53	11.54	5.7	1.07					6.53	
sidiabdallahoubelaid							1.02	1.02	0.0	1.98	0.15					1.02	
sidiabdeljalil	Sidi Abdeljalil	30.1	18.4	0.5665		0.3846	0.88	0.88	0.0	1.75	0.0	0.0106484427467729	0.0	1.75	0.0	0.88	6054.0
sidiabdelkhaleq	Sidi Abdelkhaleq	31.2	12.8	0.7899		0.553	0.96	0.96	0.0	1.92	0.0	0.010801797244202	0.0	1.92	0.0	0.96	6141.0
sidiabdelkrim	Sidi Abdelkrim	29.7	15.1	0.7364		0.4196	5.45	5.45	0.0	10.88	0.04	0.0242300105937991	0.04	10.88	0.0	5.45	13759.0
sidiabdellah	Sidi Abdellah	31.0	13.2	0.6192		0.4593						0.0166292681465081	0.22	7.43	0.48		9447.0
sidiabdellahelkhayat	Sidi Abdellah Al Khayat	35.0	10.7	0.6826		0.46						0.021407935302029	0.07	4.74	0.0		12158.0
sidiabdellahghiat	Sidi Abdellah Ghiat	30.3	10.1	0.9079		0.7212						0.0760585426387197	1.07	5.7	11.54		43162.0
sidiabdellahoubelaid	Sidi Abdellah Ou Belaid	25.6	18.2	0.6588		0.5297						0.0061888234537195	0.15	1.98	0.0		3524.0
sidiabdellahousaid	Sidi Abdellah Ou Said	26.5	19.0	0.0457		0.4552	2.41	2.41	0.0	4.82	0.0	0.0052704591645176	0.0	4.82	0.0	2.41	3003.0
sidiabdelmoumen	Sidi Abdelmoumen	31.4	18.5	0.5433		0.2901	0.91	0.91	0.0	1.81	0.04	0.012412900814894	0.04	1.81	0.0	0.91	7055.0
sidiabderrazak	Sidi Abderrazak	27.0	14.8	0.6394		0.5129	2.32	2.32	0.0	4.63	0.04	0.0246918367814592	0.04	4.63	0.0	2.32	14021.0
sidiabed	Sidi Abed	31.6	10.4	0.7405		0.448	4.06	4.06	0.0	8.08	0.11	0.0455815396439002	0.11	8.08	0.0	4.06	25872.0
sidiahmedbenaissa	Sidi Ahmed Benaissa	29.0	13.5	0.6664		0.4492	2.17	2.17	0.0	4.34	0.0	0.0135233988997255	0.0	4.34	0.0	2.17	7685.0
sidiahmedcherif	Sidi Ahmed Cherif	25.7	19.5	0.5792		0.5341	2.38	2.38	0.0	4.77	0.0	0.0139252934447121	0.0	4.77	0.0	2.38	7913.0
sidiahmedelkhadir	Sidi Ahmed El Khadir	30.6	12.9	0.7737		0.27	3.65	3.65	0.0	7.3	0.0	0.0171298736323687	0.0	7.3	0.0	3.65	9731.0
sidiahmedessayeh	Sidi Ahmed Essayeh	27.1	18.3	0.8462		0.4165	2.94	2.94	0.0	5.82	0.15	0.0092012698457465	0.15	5.82	0.0	2.94	5233.0
sidiahmedlaaroussi	Sidi Ahmed Laaroussi	15.2	24.9	0.7586		0.6929						0.0005570117377884	0.0	0.0	0.0		329.0
sidiahmedouabdallah	Sidi Ahmed Ou Abdallah	26.4	15.9	0.3615		0.4475	1.44	1.44	0.0	2.81	0.15	0.0070948488753122	0.15	2.81	0.0	1.44	4038.0
sidiahmedouamar	Sidi Ahmed Ou Amar	27.6	12.7	0.8966		0.6418	4.05	4.05	0.0	8.04	0.15	0.0315258067416047	0.15	8.04	0.0	4.05	17898.0
sidiahmedoumoussa	Sidi Ahmed Ou Moussa	24.1	23.3	0.7897		0.5944	1.1	1.1	0.0	2.13	0.18	0.0057622511735144	0.18	2.13	0.0	1.1	3282.0
sidiaissa	Sidi Aissa	29.1	16.7	0.7491		0.5685	2.52	2.52	0.0	5.0	0.11	0.016770283776328	0.11	5.0	0.0	2.52	9527.0
sidiaissabenali	Sidi Aissa Ben Ali	29.4	15.1	0.8974		0.6914	3.07	3.07	0.0	6.12	0.07	0.043166646983235	0.07	6.12	0.0	3.07	24502.0
sidiaissabenslimane	Sidi Aissa Ben Slimane	32.8	12.9	0.6923		0.4967	0.74	0.74	0.0	1.49	0.0	0.0337520909973859	0.0	1.49	0.0	0.74	19161.0
sidiaissaregragui	Sidi Aissa Regragui	30.8	15.9	0.441		0.3754	4.53	4.53	0.0	9.06	0.0	0.0133154008457412	0.0	9.06	0.0	4.53	7567.0
sidiali	Sidi Ali	32.6	10.4	0.6171		0.3373	0.47	0.47	0.0	0.63	0.77	0.0034425440629775	0.77	0.63	0.0	0.47	1966.0
sidialibelkassem							1.28	1.28	0.0	2.51	0.11					1.28	
sidialibelquassem	Sidi Ali Bel Quassem	31.6	10.6	0.3768		0.192						0.0241418758251617	0.11	2.51	0.0		13709.0
sidialibenhamdouche	Sidi Ali Ben Hamdouche	29.1	11.8	0.7974		0.6098	8.1	8.1	9.62	10.32	0.29	0.0671622190924586	0.29	10.32	9.62	8.1	38115.0
sidialibourakba	Sidi Ali Bourakba	24.1	20.3	0.6619		0.4262	0.41	0.41	0.0	0.79	0.07	0.0108388138470297	0.07	0.79	0.0	0.41	6162.0
sidialielkorati	Sidi Ali El Korati	26.8	19.6	0.4617		0.2214	4.9	4.9	0.0	9.8	0.0	0.0107277640385466	0.0	9.8	0.0	4.9	6099.0
sidialilabrahla	Sidi Ali Labrahla	30.3	13.5	0.6665		0.5912	2.12	2.12	0.0	4.23	0.04	0.0118188724742778	0.04	4.23	0.0	2.12	6718.0
sidiallalelbahraoui	Sidi Allal El Bahraoui	29.2	11.2	0.9751		0.8448	10.08	10.08	0.0	19.69	1.18	0.050465968521786	1.18	19.69	0.0	10.08	28643.0
sidiallallamsadder	Sidi Allal Lamsadder	22.2	22.3	0.6604		0.6411	2.8	2.8	0.0	5.57	0.07	0.0120956156477993	0.07	5.57	0.0	2.8	6875.0
sidiallaltazi	Sidi Allal Tazi	32.2	9.6	0.8199		0.5834	2.46	2.46	0.24	4.77	0.04	0.0382786927146037	0.04	4.77	0.24	2.46	21729.0
sidiamar	Sidi Amar	22.2	21.5	0.1412		0.4262	0.89	0.89	0.0	1.78	0.0	0.0028414649408703	0.0	1.78	0.0	0.89	1625.0
